exchangeIDs	exchangeMets	exp_HS_578T	HS_578T	exp_RPMI_8226	RPMI_8226	exp_HT29	HT29	exp_MALME_3M	MALME_3M	exp_SR	SR	exp_UO_31	UO_31	exp_MDMAMB_231	MDMAMB_231	exp_HOP62	HOP62	exp_NCI_H226	NCI_H226	exp_HOP92	HOP92	exp_O_786	O_786
MAR09034	glucose	-0.891204517	-0.108391312418748	-0.437346135	-0.111474044427796	-0.826120427	-0.124573159359328	-0.848562996	-0.124378051030143	-0.898948663	-0.126045972158963	-0.549041759	-0.066373948285287	-0.479477546	-0.0827985436846334	-0.26705905	-0.0660901101398096	-0.398649261	-0.118051135589888	-0.594208072	-0.0532367081971023	-0.864113881	-0.041519322470958
MAR09039	isoleucine	-0.013615722	-0.000837036790723721	-0.005558778	-0.000828429554551113	-0.008957816	-0.000924112431174237	-0.01142058	-0.000933824962269768	-0.004599992	-0.000924996801355913	-0.00973818	-0.000495788582958225	-0.005568708	-0.000621585155739402	-0.003331967	-0.000494374401481647	-0.007996597	-0.000872697278596409	-0.007304317	-0.000395048787584877	-0.00889841	-0.00031219236475008
MAR09040	leucine	-0.01834798	-0.00170701839550331	-0.007998895	-0.00168946515215259	-0.016259326	-0.00188459687436652	-0.012571768	-0.00190440421071148	-0.00879963	-0.00188614949369737	-0.009163894	-0.00101109083945816	-0.006592535	-0.00138169499260503	-0.004904579	-0.00100820681593392	-0.009283825	-0.0017797429274067	-0.00911516	-0.000878137012444274	-0.010361673	-0.000636672265150128
MAR09041	lysine	-0.022543147	-0.00133874131509395	-0.009620991	-0.00132497505917696	-0.017307958	-0.0014780084998835	-0.009254128	-0.00149354254425983	-0.015465749	-0.00147931188061317	-0.005490858	-0.000792955180601062	-0.006015855	-0.000994151915494608	-0.006186391	-0.000790693364644204	-0.009191799	-0.00139577604637535	-0.013165857	-0.000631833796648745	-0.012443708	-0.000499314751250597
MAR09042	methionine	-0.006100296	-0.000418020898103858	-0.002496251	-0.000414576797205938	-0.004789793	-0.000461506964460178	-0.003363566	-0.000467320558376905	-0.004351409	-0.000463935621771824	-0.001823891	-0.00024811094882469	-0.001426579	-0.00031106420774284	-0.001965335	-0.000246893366692082	-0.00289763	-0.000435829947040015	-0.002318728	-0.000197697028307701	-0.003263032	-0.000155910629186514
MAR09043	phenylalanine	-0.006567123	-0.000708002544693977	-0.002744675	-0.000700722165646696	-0.005369239	-0.000781654952453162	-0.003162452	-0.000789870238575902	-0.004906518	-0.000782134106799875	-0.002358298	-0.000419359796671714	-0.00220937	-0.00052576407260067	-0.002257474	-0.000418163619759095	-0.003408873	-0.000738165754290847	-0.003510565	-0.000334149645497102	-0.00339599	-0.00026406603763017
MAR09044	threonine	-0.013603744	-0.00127358951548407	-0.006411995	-0.00105010651576732	-0.011510289	-0.0011713928842187	-0.009353784	-0.00118370436216149	-0.009821513	-0.00117183279460058	-0.005220614	-0.000628455151735361	-0.004979441	-0.00078791324930443	-0.005240142	-0.000626662553710733	-0.007183311	-0.00110621970632501	-0.008527731	-0.000500758698925997	-0.008802744	-0.000395730976274143
MAR09045	tryptophan	-0.001211726	-0.0260307249247136	-0.000695832	-0.000181580941993197	-0.00138647	-0.000202553379268518	-0.000865457	-0.000204682239273302	-0.00133912	-0.000202677544453954	-0.000421306	-0.000108670384136413	-0.00035138	-0.000136243350431053	-0.000467773	-0.000108360414020963	-0.000944004	-0.00019128384912378	-0.000954767	-8.65895362965426e-05	-0.000725178	-6.84284902234321e-05
MAR09046	valine	-0.01330341	-0.00125205289574851	-0.006165194	-0.00123917805548613	-0.011472903	-0.0013823020185869	-0.008788208	-0.00139683017651015	-0.010175864	-0.00138338778654763	-0.005794702	-0.000741608418950351	-0.004841612	-0.000929776925963919	-0.005347229	-0.000739493063887723	-0.007691297	-0.00130539441860582	-0.009105286	-0.000590920236648047	-0.010005055	-0.000466982286379487
MAR09061	alanine	0.056209087	-0.00153141854513877	0.014127935	-0.00153774079352946	0.055245815	0	0.022787714	-0.00173337700304092	0.086767953	-0.00171651920414053	0.025716586	-0.000920288665213221	0.018852115	-0.00115379375999057	0.009601013	-0.000917663644734363	0.012695001	-0.00161991106947772	0.032353203	-0.000733294258716767	0.0076389	-0.00057949518105345
